feature1,feature2,feature3,feature4,feature5,feature6,target
0.4967141530112327,0.3577873603482833,-1.594427658794367,0.7569886166453519,0.9382838059759977,1.3993554365860021,0
-0.13826430117118466,0.5607845263682344,-0.5993750229537729,-0.9221653241776254,-0.5160447282173739,0.9246336829127688,1
0.6476885381006925,1.083051243175277,0.005243699718183166,0.8696059201056602,0.09612077694098337,0.05963036992017413,1
1.5230298564080254,1.053802052034903,0.046980593764742055,1.355637858804951,-0.4622752887050425,-0.6469367777055739,1
-0.23415337472333597,-1.377669367957091,-0.45006547147924364,0.41343490322370086,-0.4344962274323156,0.6982233136135899,0
-0.23413695694918055,-0.9378250399151228,0.6228499323474987,1.876795812558066,-0.30917212346863937,0.3934853854217496,1
1.5792128155073915,0.5150352672086598,-1.0676204293825944,-0.773789199103573,0.22213377163371284,0.8951932200277323,1
0.7674347291529088,0.5137859509122088,-0.1423794850212935,-1.244654703311417,-0.4787486216634773,0.6351718016819695,1
-0.4694743859349521,0.5150476863060479,0.12029563171189886,-1.7787202489042786,1.2557561255735208,1.0495527153193351,1
0.5425600435859647,3.852731490654721,0.514438834058749,1.496044311489183,-0.8946073022195039,-0.535235211560568,1
-0.46341769281246226,0.570890510693167,0.7116148780888898,0.6543656563540577,-0.18687164416135904,1.3173940656343257,1
-0.46572975357025687,1.135565640180599,-1.1246420918378692,-0.05558467091045507,-0.4397310582741749,0.19759960469239965,1
0.24196227156603412,0.9540017634932023,-1.5341141707356223,0.2799686263198203,1.4469778843537329,2.0752608726252655,0
-1.913280244657798,0.651391251305798,1.277676821898509,-1.1254890472983765,0.19655477651157463,-0.6891878180895679,1
-1.7249178325130328,-0.3152692446403456,0.33231401197959165,2.4457519796168263,1.0318445394686349,1.7359638031652493,0
-0.5622875292409727,0.7589692204932674,-0.7484865365565536,0.1292211819752275,-1.485560373036972,0.1979107834626478,1
-1.0128311203344238,-0.7728252145375718,1.551151975522523,0.10939479460489289,0.26705026586925884,-0.6514180036144483,0
0.3142473325952739,-0.23681860674000887,0.11567463429285867,0.725766623898692,0.889630795623437,-0.48388583405432156,1
-0.9080240755212109,-0.48536354782910346,1.1792971840638264,0.4810092317367132,0.08228398927542419,-0.32034730819432017,0
-1.4123037013352915,0.08187413938632256,0.06751848141010895,0.22388402427913137,1.0654803750653512,0.4241659464019164,0
1.465648768921554,2.3146585666735087,2.060747924881987,-0.7904744554453119,-0.5172884501003722,0.5228354880354996,1
-0.22577630048653566,-1.867265192591748,1.7553408424432044,0.4714683571359957,1.40934744018558,-0.573700003938579,0
0.06752820468792384,0.6862601903745135,-0.2489641484790735,1.8820244964750337,2.2988981236192503,-0.02435459226098284,0
-1.4247481862134568,-1.6127158711896517,0.9715709509543554,1.3454200461549777,-0.36283856043965906,2.1422703586118637,1
-0.5443827245251827,-0.47193186578943347,0.6453759495851475,1.593186626639397,-0.4455025214007718,1.7275431701007113,1
0.11092258970986608,1.088950596967366,1.3686315575323487,-0.5112156764311852,1.453384477117701,0.4363236696740321,1
-1.1509935774223028,0.06428001909546277,-0.9649234605801045,-0.9896048202585809,1.5795721457307124,0.03800347816820029,0
0.37569801834567196,-1.0777447779293061,0.6860514599984393,-0.12578692009964815,-0.5228600271532683,0.1200313267182613,1
-0.600638689918805,-0.7153037092599682,1.0584244868495878,0.055724912288694604,-0.42018681709585726,0.6135179727304166,1
-0.2916937497932768,0.6795977489346758,-1.7587394864231143,1.0941915184709485,-0.2817846088605072,-1.0227925651984056,0
-0.6017066122293969,-0.7303666317171367,-1.183258512665775,-1.6924646297148194,-1.344450511034277,-0.2573765374233451,0
1.8522781845089378,0.21645858958197486,-2.0392321777601006,1.5295503194606137,-0.9186519464841982,-1.6685840738775894,1
-0.013497224737933921,0.045571839903813784,-0.26940683444455776,-0.15800789857898942,-1.0041407667520679,0.39922312260527926,0
-1.0577109289559004,-0.6516003476058171,0.7175422557959623,-0.42688106994742003,-0.7677975651041284,0.647195939702741,1
0.822544912103189,2.1439440893253257,1.502357052096028,-1.0121043752601675,-0.03468488738678118,-0.483186462299374,1
-1.2208436499710222,0.6339190223180112,0.07409478041977519,-1.6548566718657693,0.23421473253652075,1.5739867632900328,1
0.2088635950047554,-2.025142586657607,1.6286155455712918,0.8231705839619146,1.5505004928140769,-1.2257656630023412,0
-1.9596701238797756,0.18645431476942764,-1.3801014582148914,0.07331796718840389,-0.998354040738791,-1.4643748802098202,0
-1.3281860488984305,-0.661786464768388,-1.7033824393551547,-1.2899608997410539,0.9843223984765838,0.22445181855997204,0
0.19686123586912352,0.852433334796224,-0.05554769889661878,-1.295078772063616,-0.21398884422550896,1.0470983026121545,0
0.7384665799954104,-0.7925207384327007,0.3840654489393073,-0.3357846992901282,-0.04946370965243295,1.6839276914578687,1
0.1713682811899705,-0.11473644146689901,-0.03269474809409311,1.669021525289393,0.6748194921666038,-0.45888426286894,0
-0.11564828238824053,0.5049872789804571,-2.0674421000398766,-0.2595913513636048,-1.1227220215622986,1.0786808334312956,1
-0.3011036955892888,0.8657551941701215,-0.08912003951278841,-1.5031429531181062,0.3824097461840506,-0.03850846950070721,0
